Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-03-05,22:00:00,0.941,0.175,237.5,3.88,0.07,0.18,0.53
2007-03-05,23:00:00,0.981,0.169,239.5,4.16,0.11,0.11,0.39
2007-03-06,00:00:00,0.2,0.038,239.6,0.81,0.0,0.01,0.11
2007-03-06,01:00:00,0.297,0.063,244.8,1.52,0.06,0.06,0.14
2007-03-06,02:00:00,0.2,0.048,243.7,1.14,0.07,0.06,0.27
2007-03-06,03:00:00,0.567,0.087,239.1,2.45,0.13,0.09,0.19
2007-03-06,04:00:00,0.255,0.059,244.7,1.23,0.0,0.01,0.21
2007-03-06,05:00:00,0.395,0.068,238.5,1.67,0.0,0.04,0.2
2007-03-06,06:00:00,1.362,0.193,240.1,5.92,0.16,0.13,0.71
2007-03-06,07:00:00,1.322,0.198,238.0,5.44,0.17,0.2,0.8
2007-03-06,08:00:00,1.183,0.168,239.7,4.98,0.16,0.15,0.67
2007-03-06,09:00:00,1.039,0.155,245.1,4.04,0.13,0.16,0.57
2007-03-06,10:00:00,0.891,0.123,238.9,3.79,0.12,0.09,0.47
2007-03-06,11:00:00,1.009,0.147,239.2,4.54,0.16,0.16,0.51
2007-03-06,12:00:00,0.907,0.12,236.2,3.62,0.09,0.11,0.45
2007-03-06,13:00:00,1.061,0.147,243.9,4.29,0.12,0.15,0.69
2007-03-06,14:00:00,0.796,0.126,237.6,3.2,0.12,0.11,0.41
2007-03-06,15:00:00,0.742,0.105,236.0,3.14,0.12,0.09,0.4
2007-03-06,16:00:00,0.894,0.16,237.9,3.88,0.15,0.14,0.43
2007-03-06,17:00:00,0.934,0.16,234.2,4.12,0.13,0.16,0.63
2007-03-06,18:00:00,1.549,0.25,238.6,6.54,0.16,0.2,0.79
2007-03-06,19:00:00,1.84,0.285,241.9,7.62,0.2,0.24,1.12
2007-03-06,20:00:00,1.706,0.242,235.5,7.11,0.22,0.24,0.96
2007-03-06,21:00:00,1.665,0.216,241.6,6.87,0.17,0.23,0.79
2007-03-06,22:00:00,0.89,0.105,239.8,3.78,0.12,0.11,0.43
2007-03-06,23:00:00,1.056,0.153,238.4,4.22,0.1,0.16,0.58
2007-03-07,00:00:00,0.6,0.075,240.1,2.28,0.03,0.16,0.31
2007-03-07,01:00:00,0.345,0.054,245.6,1.17,0.01,0.04,0.16
2007-03-07,02:00:00,0.435,0.043,232.5,2.0,0.02,0.09,0.21
2007-03-07,03:00:00,0.279,0.058,243.6,1.02,0.05,0.03,0.23
2007-03-07,04:00:00,0.314,0.034,242.5,1.36,0.1,0.02,0.25
2007-03-07,05:00:00,0.387,0.033,240.4,1.01,0.0,0.07,0.24
2007-03-07,06:00:00,1.17,0.188,241.9,4.63,0.15,0.19,0.63
2007-03-07,07:00:00,1.317,0.203,241.5,5.26,0.17,0.19,0.87
2007-03-07,08:00:00,1.35,0.194,233.0,5.86,0.14,0.25,0.77
2007-03-07,09:00:00,1.144,0.188,239.5,4.9,0.17,0.18,0.76
2007-03-07,10:00:00,1.068,0.167,236.1,4.57,0.15,0.14,0.55
2007-03-07,11:00:00,1.222,0.198,241.3,5.28,0.17,0.17,0.58
2007-03-07,12:00:00,1.12,0.172,239.8,4.65,0.13,0.15,0.56
2007-03-07,13:00:00,0.974,0.131,240.2,4.02,0.11,0.12,0.61
2007-03-07,14:00:00,0.74,0.114,242.3,3.24,0.13,0.13,0.28
2007-03-07,15:00:00,1.092,0.175,240.7,4.41,0.14,0.11,0.63
2007-03-07,16:00:00,0.7,0.108,239.7,3.01,0.11,0.07,0.31
2007-03-07,17:00:00,0.811,0.139,243.2,3.33,0.08,0.08,0.43
2007-03-07,18:00:00,1.885,0.29,244.3,7.38,0.21,0.28,1.21
2007-03-07,19:00:00,1.71,0.273,238.0,7.07,0.23,0.23,0.87
2007-03-07,20:00:00,1.568,0.229,243.8,6.37,0.17,0.16,0.94
2007-03-07,21:00:00,1.764,0.266,235.1,7.28,0.26,0.28,0.91
2007-03-07,22:00:00,0.911,0.154,236.5,4.17,0.12,0.11,0.42
2007-03-07,23:00:00,1.198,0.179,239.9,5.04,0.16,0.16,0.76
2007-03-08,00:00:00,0.2,0.018,239.8,0.87,0.07,0.05,0.14
2007-03-08,01:00:00,0.479,0.052,239.4,2.07,0.02,0.08,0.31
2007-03-08,02:00:00,0.289,0.04,241.6,1.09,0.04,0.07,0.01
2007-03-08,03:00:00,0.244,0.046,238.9,1.0,0.0,0.08,0.14
2007-03-08,04:00:00,0.458,0.082,241.2,1.91,0.05,0.11,0.33
2007-03-08,05:00:00,0.443,0.086,236.7,1.73,0.08,0.1,0.16
2007-03-08,06:00:00,1.071,0.141,240.5,4.18,0.14,0.18,0.68
2007-03-08,07:00:00,1.118,0.195,244.4,4.31,0.12,0.16,0.52
2007-03-08,08:00:00,1.402,0.209,236.2,6.12,0.2,0.18,0.8
2007-03-08,09:00:00,1.031,0.151,243.3,4.16,0.09,0.06,0.48
2007-03-08,10:00:00,1.159,0.219,234.2,5.42,0.19,0.23,0.56
2007-03-08,11:00:00,1.103,0.172,239.7,4.78,0.09,0.2,0.6
2007-03-08,12:00:00,0.848,0.12,240.8,3.71,0.09,0.15,0.51
2007-03-08,13:00:00,1.011,0.131,238.8,4.14,0.02,0.13,0.62
2007-03-08,14:00:00,1.02,0.147,239.5,4.2,0.14,0.19,0.42
2007-03-08,15:00:00,0.826,0.123,245.3,3.46,0.09,0.16,0.3
2007-03-08,16:00:00,1.009,0.16,244.1,4.12,0.08,0.12,0.55
2007-03-08,17:00:00,0.829,0.136,239.8,3.59,0.11,0.19,0.54
2007-03-08,18:00:00,1.771,0.247,241.9,7.24,0.25,0.31,0.96
2007-03-08,19:00:00,1.678,0.282,231.7,7.78,0.2,0.19,0.99
2007-03-08,20:00:00,1.679,0.25,240.6,6.95,0.2,0.26,0.88
2007-03-08,21:00:00,1.732,0.283,240.4,7.16,0.17,0.26,0.97
2007-03-08,22:00:00,0.948,0.167,240.6,3.92,0.12,0.19,0.51
2007-03-08,23:00:00,0.959,0.156,242.0,3.9,0.15,0.14,0.46
2007-03-09,00:00:00,0.2,0.029,238.3,0.72,0.02,0.01,0.02
2007-03-09,01:00:00,0.241,0.061,242.4,1.21,0.04,0.09,0.15
2007-03-09,02:00:00,0.629,0.132,242.1,2.75,0.06,0.07,0.41
2007-03-09,03:00:00,0.406,0.054,239.0,1.64,0.06,0.02,0.39
2007-03-09,04:00:00,0.328,0.064,237.6,1.77,0.02,0.03,0.07
2007-03-09,05:00:00,0.516,0.068,236.3,2.02,0.1,0.15,0.14
2007-03-09,06:00:00,1.224,0.164,237.8,4.71,0.13,0.19,0.68
2007-03-09,07:00:00,1.194,0.158,236.6,5.02,0.14,0.13,0.62
2007-03-09,08:00:00,1.158,0.172,242.7,4.85,0.1,0.17,0.57
2007-03-09,09:00:00,0.984,0.166,244.8,4.11,0.13,0.18,0.55
2007-03-09,10:00:00,1.096,0.175,241.0,4.62,0.15,0.13,0.57
2007-03-09,11:00:00,1.212,0.192,237.8,5.77,0.1,0.14,0.68
2007-03-09,12:00:00,0.981,0.142,240.3,3.99,0.1,0.13,0.54
2007-03-09,13:00:00,1.151,0.2,241.6,5.08,0.18,0.18,0.53
2007-03-09,14:00:00,0.988,0.175,238.0,4.21,0.16,0.15,0.59
2007-03-09,15:00:00,0.829,0.159,241.9,3.34,0.07,0.13,0.44
2007-03-09,16:00:00,0.745,0.09,240.7,3.05,0.13,0.08,0.27
2007-03-09,17:00:00,0.698,0.104,240.2,3.0,0.08,0.14,0.43
2007-03-09,18:00:00,1.538,0.243,242.6,6.49,0.14,0.22,0.83
2007-03-09,19:00:00,1.676,0.238,232.8,7.03,0.16,0.27,0.96
2007-03-09,20:00:00,1.724,0.246,239.5,7.06,0.18,0.26,0.93
2007-03-09,21:00:00,1.58,0.268,244.6,6.4,0.2,0.26,0.81
2007-03-09,22:00:00,0.913,0.136,240.1,3.67,0.05,0.15,0.52
2007-03-09,23:00:00,0.929,0.132,241.8,3.79,0.1,0.17,0.53
2007-03-10,00:00:00,0.327,0.044,239.8,1.48,0.03,0.0,0.13
2007-03-10,01:00:00,0.507,0.102,236.4,2.11,0.0,0.07,0.14
2007-03-10,02:00:00,0.51,0.049,238.4,2.23,0.06,0.08,0.22
2007-03-10,03:00:00,0.537,0.063,235.0,2.17,0.05,0.11,0.37
2007-03-10,04:00:00,0.248,0.022,245.8,1.18,0.0,0.13,0.19
2007-03-10,05:00:00,0.42,0.06,235.5,2.44,0.07,0.08,0.18
2007-03-10,06:00:00,1.41,0.188,243.9,5.76,0.17,0.2,0.79
2007-03-10,07:00:00,1.43,0.19,240.3,5.69,0.16,0.27,0.88
2007-03-10,08:00:00,1.451,0.17,238.2,6.09,0.18,0.2,0.76
2007-03-10,09:00:00,1.11,0.192,240.5,4.66,0.11,0.21,0.55
2007-03-10,10:00:00,1.394,0.22,239.3,5.74,0.17,0.19,0.71
2007-03-10,11:00:00,1.292,0.187,240.4,5.6,0.17,0.24,0.86
2007-03-10,12:00:00,1.281,0.191,238.0,5.1,0.19,0.23,0.71
2007-03-10,13:00:00,1.322,0.14,239.1,5.79,0.15,0.23,0.79
2007-03-10,14:00:00,0.888,0.145,240.9,3.77,0.08,0.1,0.52
2007-03-10,15:00:00,0.921,0.166,235.3,4.11,0.07,0.15,0.46
2007-03-10,16:00:00,1.222,0.189,238.1,5.35,0.15,0.21,0.78
2007-03-10,17:00:00,1.145,0.153,235.5,5.15,0.14,0.22,0.65
2007-03-10,18:00:00,2.117,0.326,241.3,8.87,0.25,0.36,1.26
2007-03-10,19:00:00,1.725,0.291,236.6,7.05,0.21,0.21,0.96
2007-03-10,20:00:00,2.095,0.334,241.7,8.53,0.25,0.32,1.13
2007-03-10,21:00:00,1.936,0.3,241.0,7.93,0.22,0.29,1.02
2007-03-10,22:00:00,1.284,0.204,238.7,5.47,0.13,0.19,0.74
2007-03-10,23:00:00,1.268,0.167,237.1,5.46,0.13,0.15,0.67
2007-03-11,00:00:00,0.746,0.1,235.1,3.68,0.13,0.11,0.48
2007-03-11,01:00:00,0.451,0.046,240.3,1.77,0.0,0.09,0.16
2007-03-11,02:00:00,0.369,0.065,242.0,2.05,0.05,0.0,0.14
2007-03-11,03:00:00,0.356,0.072,242.7,1.51,0.03,0.05,0.17
2007-03-11,04:00:00,0.428,0.049,246.5,1.37,0.09,0.06,0.16
2007-03-11,05:00:00,0.391,0.066,239.0,2.12,0.12,0.13,0.33
2007-03-11,06:00:00,1.566,0.242,239.4,6.66,0.19,0.23,0.84
2007-03-11,07:00:00,1.445,0.215,242.2,6.2,0.22,0.1,0.84
2007-03-11,08:00:00,1.474,0.179,240.8,6.46,0.21,0.28,0.79
2007-03-11,09:00:00,1.159,0.162,238.7,4.68,0.18,0.22,0.68
2007-03-11,10:00:00,1.428,0.212,242.5,5.78,0.15,0.22,0.72
2007-03-11,11:00:00,1.04,0.14,246.3,3.81,0.08,0.16,0.47
2007-03-11,12:00:00,1.141,0.21,237.0,4.75,0.13,0.13,0.55
2007-03-11,13:00:00,1.148,0.198,231.6,4.9,0.17,0.19,0.72
2007-03-11,14:00:00,0.966,0.132,238.5,3.85,0.17,0.2,0.49
2007-03-11,15:00:00,0.887,0.164,241.9,3.34,0.12,0.07,0.54
2007-03-11,16:00:00,1.097,0.205,243.4,4.49,0.15,0.13,0.65
2007-03-11,17:00:00,1.04,0.141,235.0,4.5,0.16,0.17,0.62
2007-03-11,18:00:00,1.865,0.308,238.9,7.55,0.28,0.27,0.95
2007-03-11,19:00:00,1.883,0.331,241.6,7.59,0.24,0.34,1.0
2007-03-11,20:00:00,2.079,0.287,239.0,9.09,0.24,0.28,1.13
2007-03-11,21:00:00,1.983,0.31,239.7,8.45,0.24,0.29,1.08
2007-03-11,22:00:00,1.189,0.16,241.9,5.21,0.05,0.19,0.52
2007-03-11,23:00:00,1.107,0.171,245.2,4.6,0.11,0.22,0.62
2007-03-12,00:00:00,0.413,0.058,239.8,1.87,0.07,0.0,0.23
2007-03-12,01:00:00,0.28,0.051,242.2,1.27,0.03,0.0,0.0
2007-03-12,02:00:00,0.561,0.083,239.0,2.18,0.05,0.03,0.3
2007-03-12,03:00:00,0.332,0.072,240.7,1.25,0.0,0.03,0.09
2007-03-12,04:00:00,0.597,0.116,244.7,2.45,0.09,0.03,0.45
2007-03-12,05:00:00,0.339,0.052,235.5,1.44,0.0,0.02,0.32
2007-03-12,06:00:00,1.198,0.201,235.7,5.13,0.13,0.18,0.61
2007-03-12,07:00:00,1.364,0.219,244.7,5.7,0.14,0.15,0.73
2007-03-12,08:00:00,1.367,0.219,238.4,5.45,0.18,0.21,0.8
2007-03-12,09:00:00,1.229,0.187,240.0,4.96,0.11,0.22,0.81
2007-03-12,10:00:00,1.014,0.152,235.7,4.31,0.1,0.17,0.43
2007-03-12,11:00:00,1.121,0.158,237.1,4.88,0.19,0.17,0.66
2007-03-12,12:00:00,0.999,0.159,233.2,4.24,0.12,0.19,0.44
2007-03-12,13:00:00,1.008,0.172,233.0,4.28,0.16,0.17,0.51
2007-03-12,14:00:00,0.853,0.124,241.9,3.85,0.1,0.14,0.39
2007-03-12,15:00:00,0.765,0.111,241.4,3.5,0.09,0.03,0.45
2007-03-12,16:00:00,0.949,0.148,239.4,3.9,0.09,0.13,0.4
2007-03-12,17:00:00,0.825,0.139,240.2,3.44,0.1,0.11,0.43
2007-03-12,18:00:00,1.696,0.236,238.9,7.5,0.19,0.25,0.88
2007-03-12,19:00:00,1.677,0.272,240.8,6.62,0.19,0.24,0.9
2007-03-12,20:00:00,1.786,0.279,239.3,7.98,0.18,0.18,0.9
2007-03-12,21:00:00,1.493,0.21,236.1,6.3,0.16,0.22,0.84
2007-03-12,22:00:00,0.858,0.143,241.7,3.45,0.11,0.16,0.54
2007-03-12,23:00:00,1.027,0.16,240.2,4.76,0.13,0.13,0.53
2007-03-13,00:00:00,0.332,0.042,238.8,1.57,0.01,0.03,0.36
2007-03-13,01:00:00,0.436,0.081,245.0,1.98,0.08,0.04,0.19
2007-03-13,02:00:00,0.499,0.058,241.7,1.78,0.07,0.16,0.28
2007-03-13,03:00:00,0.261,0.029,231.0,0.96,0.07,0.0,0.11
2007-03-13,04:00:00,0.571,0.062,240.1,2.39,0.08,0.05,0.4
2007-03-13,05:00:00,0.286,-0.011,244.6,1.25,0.01,0.04,0.16
2007-03-13,06:00:00,1.292,0.198,238.0,5.15,0.11,0.16,0.65
2007-03-13,07:00:00,1.091,0.158,239.1,4.06,0.14,0.25,0.49
2007-03-13,08:00:00,1.337,0.19,247.6,5.74,0.18,0.2,0.81
2007-03-13,09:00:00,0.906,0.153,236.5,3.82,0.1,0.1,0.53
2007-03-13,10:00:00,1.068,0.161,239.0,4.46,0.1,0.21,0.44
2007-03-13,11:00:00,1.102,0.181,238.8,4.49,0.15,0.16,0.58
2007-03-13,12:00:00,0.912,0.15,241.9,3.63,0.13,0.14,0.46
2007-03-13,13:00:00,1.016,0.162,243.5,4.36,0.1,0.17,0.6
2007-03-13,14:00:00,0.765,0.112,241.3,2.93,0.17,0.06,0.5
2007-03-13,15:00:00,0.891,0.112,233.0,4.17,0.15,0.11,0.47
2007-03-13,16:00:00,0.939,0.154,245.0,3.88,0.11,0.14,0.58
2007-03-13,17:00:00,0.939,0.128,243.3,4.08,0.14,0.12,0.6
2007-03-13,18:00:00,1.69,0.242,240.0,7.1,0.21,0.2,1.06
2007-03-13,19:00:00,1.551,0.226,240.5,6.52,0.17,0.24,0.91
2007-03-13,20:00:00,1.77,0.245,240.9,7.05,0.26,0.29,1.04
2007-03-13,21:00:00,1.765,0.267,242.2,7.54,0.21,0.28,1.1
2007-03-13,22:00:00,0.893,0.159,242.4,3.79,0.11,0.1,0.62
2007-03-13,23:00:00,0.748,0.117,239.1,3.26,0.11,0.06,0.41
2007-03-14,00:00:00,0.566,0.082,235.1,2.23,0.05,0.11,0.32
2007-03-14,01:00:00,0.538,0.074,246.1,2.21,0.08,0.03,0.28
2007-03-14,02:00:00,0.464,0.073,239.0,2.09,0.08,0.05,0.3
2007-03-14,03:00:00,0.463,0.063,239.8,1.99,0.03,0.04,0.33
2007-03-14,04:00:00,0.513,0.116,243.5,2.0,0.04,0.07,0.34
2007-03-14,05:00:00,0.443,0.068,241.3,1.83,0.02,0.08,0.21
2007-03-14,06:00:00,1.151,0.166,241.1,5.09,0.17,0.13,0.54
2007-03-14,07:00:00,1.344,0.196,236.7,5.24,0.19,0.23,0.71
2007-03-14,08:00:00,1.401,0.197,240.3,5.97,0.13,0.24,0.69
2007-03-14,09:00:00,1.1,0.178,240.2,4.89,0.12,0.19,0.62
2007-03-14,10:00:00,0.997,0.109,247.6,4.1,0.12,0.15,0.55
2007-03-14,11:00:00,1.015,0.16,237.4,3.97,0.06,0.14,0.4
2007-03-14,12:00:00,0.99,0.157,241.5,4.48,0.13,0.14,0.43
2007-03-14,13:00:00,0.939,0.157,243.2,3.91,0.07,0.1,0.55
2007-03-14,14:00:00,0.985,0.154,237.5,4.15,0.13,0.12,0.56
2007-03-14,15:00:00,1.101,0.177,242.3,4.71,0.09,0.18,0.72
2007-03-14,16:00:00,1.056,0.183,233.5,4.77,0.09,0.1,0.58
2007-03-14,17:00:00,0.848,0.124,240.4,3.64,0.09,0.12,0.47
2007-03-14,18:00:00,1.823,0.293,235.9,7.71,0.23,0.25,1.11
2007-03-14,19:00:00,1.623,0.232,239.8,6.74,0.2,0.27,0.82
2007-03-14,20:00:00,1.986,0.311,236.7,8.41,0.22,0.34,1.06
2007-03-14,21:00:00,1.82,0.268,238.0,7.74,0.27,0.39,1.02
2007-03-14,22:00:00,1.101,0.181,234.9,4.54,0.09,0.26,0.67
2007-03-14,23:00:00,1.131,0.159,239.7,4.94,0.1,0.2,0.47
2007-03-15,00:00:00,0.224,-0.007,237.3,0.79,0.03,0.01,0.17
2007-03-15,01:00:00,0.425,0.069,243.1,1.71,0.05,0.02,0.25
2007-03-15,02:00:00,0.438,0.063,242.0,1.96,0.02,0.15,0.2
2007-03-15,03:00:00,0.478,0.046,238.2,1.91,0.06,0.01,0.24
2007-03-15,04:00:00,0.54,0.065,239.0,2.13,0.11,0.12,0.4
2007-03-15,05:00:00,0.482,0.059,241.2,1.83,0.06,0.07,0.37
2007-03-15,06:00:00,1.342,0.185,244.9,5.57,0.19,0.22,0.89
2007-03-15,07:00:00,1.103,0.161,241.3,4.8,0.12,0.2,0.75
2007-03-15,08:00:00,1.335,0.176,242.8,5.55,0.18,0.12,0.7
2007-03-15,09:00:00,0.788,0.132,240.4,3.38,0.08,0.12,0.36
2007-03-15,10:00:00,0.797,0.112,241.5,3.4,0.06,0.11,0.48
2007-03-15,11:00:00,1.041,0.155,242.6,4.33,0.1,0.19,0.5
2007-03-15,12:00:00,0.911,0.155,232.9,3.87,0.07,0.11,0.47
2007-03-15,13:00:00,1.058,0.178,240.4,4.71,0.11,0.16,0.54
2007-03-15,14:00:00,0.962,0.159,239.2,4.14,0.1,0.17,0.39
2007-03-15,15:00:00,0.98,0.148,237.1,3.97,0.13,0.14,0.58
2007-03-15,16:00:00,0.921,0.124,239.8,4.32,0.06,0.16,0.57
2007-03-15,17:00:00,0.857,0.127,235.8,3.52,0.09,0.13,0.44
2007-03-15,18:00:00,1.857,0.314,237.9,7.78,0.29,0.33,0.96
2007-03-15,19:00:00,1.69,0.267,242.1,6.94,0.16,0.23,0.99
2007-03-15,20:00:00,1.437,0.247,237.5,5.68,0.18,0.25,0.72
2007-03-15,21:00:00,1.624,0.247,239.5,6.67,0.2,0.27,1.01
2007-03-15,22:00:00,1.144,0.165,236.3,5.01,0.13,0.13,0.51
2007-03-15,23:00:00,0.917,0.168,239.2,4.1,0.09,0.14,0.49
2007-03-16,00:00:00,0.212,0.036,240.9,0.84,0.04,0.0,0.1
2007-03-16,01:00:00,0.486,0.112,235.7,1.89,0.07,0.05,0.22
2007-03-16,02:00:00,0.31,0.057,239.4,1.58,0.0,0.06,0.16
2007-03-16,03:00:00,0.341,0.05,239.1,1.07,0.03,0.03,0.26
2007-03-16,04:00:00,0.221,0.027,240.8,0.86,0.09,0.0,0.11
2007-03-16,05:00:00,0.456,0.071,236.9,1.99,0.1,0.1,0.37
2007-03-16,06:00:00,1.302,0.191,241.6,5.03,0.2,0.19,0.68
2007-03-16,07:00:00,1.244,0.214,239.6,5.25,0.12,0.23,0.6
2007-03-16,08:00:00,1.259,0.191,236.7,5.03,0.18,0.22,0.7
2007-03-16,09:00:00,1.015,0.132,236.5,4.39,0.15,0.18,0.54
2007-03-16,10:00:00,0.989,0.118,240.0,4.03,0.09,0.14,0.64
2007-03-16,11:00:00,1.146,0.171,242.5,4.7,0.11,0.18,0.6
2007-03-16,12:00:00,1.048,0.138,240.0,4.26,0.19,0.19,0.57
2007-03-16,13:00:00,0.924,0.139,244.0,3.94,0.09,0.16,0.42
2007-03-16,14:00:00,0.9,0.149,237.9,3.48,0.09,0.15,0.58
2007-03-16,15:00:00,0.939,0.136,237.8,3.88,0.08,0.11,0.45
2007-03-16,16:00:00,0.822,0.133,239.1,3.67,0.08,0.11,0.47
2007-03-16,17:00:00,0.709,0.106,235.5,3.01,0.1,0.13,0.36
2007-03-16,18:00:00,1.575,0.214,238.7,6.58,0.15,0.23,0.85
2007-03-16,19:00:00,1.658,0.254,238.6,6.73,0.21,0.23,0.78
2007-03-16,20:00:00,1.748,0.237,244.7,7.14,0.16,0.29,0.87
2007-03-16,21:00:00,1.573,0.237,244.8,6.28,0.2,0.22,0.86
2007-03-16,22:00:00,1.16,0.158,236.5,5.19,0.15,0.11,0.68
2007-03-16,23:00:00,1.346,0.211,242.3,5.71,0.21,0.17,0.74
2007-03-17,00:00:00,0.616,0.098,242.6,2.61,0.07,0.08,0.31
2007-03-17,01:00:00,0.561,0.115,245.0,1.98,0.01,0.1,0.33
2007-03-17,02:00:00,0.475,0.062,241.2,2.02,0.07,0.14,0.31
2007-03-17,03:00:00,0.462,0.063,241.3,1.89,0.03,0.07,0.07
2007-03-17,04:00:00,0.492,0.074,239.6,1.86,0.02,0.15,0.26
2007-03-17,05:00:00,0.632,0.091,238.9,2.36,0.11,0.13,0.39
2007-03-17,06:00:00,1.421,0.177,243.6,5.74,0.2,0.23,0.91
2007-03-17,07:00:00,1.615,0.275,241.1,6.73,0.23,0.19,1.01
2007-03-17,08:00:00,1.61,0.224,238.8,6.73,0.21,0.26,0.94
2007-03-17,09:00:00,1.202,0.148,239.0,5.13,0.13,0.15,0.67
2007-03-17,10:00:00,1.228,0.197,235.2,5.29,0.15,0.17,0.66
2007-03-17,11:00:00,1.301,0.164,240.5,5.55,0.19,0.2,0.75
2007-03-17,12:00:00,1.031,0.147,243.5,4.22,0.17,0.06,0.56
2007-03-17,13:00:00,1.154,0.17,243.3,5.03,0.13,0.17,0.58
2007-03-17,14:00:00,0.869,0.141,237.0,3.51,0.09,0.12,0.52
2007-03-17,15:00:00,1.148,0.19,242.3,4.68,0.12,0.12,0.89
2007-03-17,16:00:00,1.02,0.192,239.7,3.97,0.15,0.16,0.57
2007-03-17,17:00:00,0.922,0.158,239.8,3.98,0.07,0.13,0.43
2007-03-17,18:00:00,2.064,0.28,234.7,8.91,0.24,0.31,1.17
2007-03-17,19:00:00,2.211,0.351,238.1,9.74,0.25,0.32,1.15
2007-03-17,20:00:00,1.781,0.307,240.9,7.39,0.26,0.31,0.96
2007-03-17,21:00:00,1.871,0.285,246.6,7.35,0.23,0.26,0.91
2007-03-17,22:00:00,0.93,0.163,241.8,3.79,0.1,0.16,0.45
2007-03-17,23:00:00,1.302,0.199,241.9,5.39,0.14,0.2,0.73
2007-03-18,00:00:00,0.437,0.062,242.1,1.95,0.06,0.12,0.29
2007-03-18,01:00:00,0.504,0.048,239.7,2.33,0.03,0.13,0.05
2007-03-18,02:00:00,0.514,0.058,240.6,1.73,0.04,0.06,0.36
2007-03-18,03:00:00,0.583,0.088,239.0,2.94,0.08,0.16,0.46
2007-03-18,04:00:00,0.35,0.048,244.8,1.23,0.02,0.0,0.32
2007-03-18,05:00:00,0.477,0.076,239.0,1.92,0.03,0.0,0.25
2007-03-18,06:00:00,1.621,0.245,241.7,6.58,0.19,0.25,0.95
2007-03-18,07:00:00,1.515,0.24,237.8,6.41,0.15,0.28,0.95
2007-03-18,08:00:00,1.384,0.226,241.4,5.51,0.18,0.21,0.64
2007-03-18,09:00:00,1.161,0.162,236.8,4.7,0.13,0.23,0.68
2007-03-18,10:00:00,1.289,0.237,240.8,5.32,0.17,0.16,0.62
2007-03-18,11:00:00,1.246,0.222,236.6,5.5,0.2,0.14,0.56
2007-03-18,12:00:00,1.045,0.157,242.2,4.36,0.11,0.11,0.43
2007-03-18,13:00:00,0.97,0.151,235.6,4.08,0.17,0.13,0.58
2007-03-18,14:00:00,1.074,0.166,240.6,4.49,0.13,0.18,0.5
2007-03-18,15:00:00,1.044,0.173,242.5,4.47,0.09,0.1,0.4
2007-03-18,16:00:00,1.072,0.168,240.4,4.41,0.06,0.12,0.6
2007-03-18,17:00:00,1.036,0.14,238.7,4.08,0.13,0.13,0.65
2007-03-18,18:00:00,1.925,0.276,236.3,8.3,0.26,0.29,1.04
2007-03-18,19:00:00,1.954,0.269,234.7,8.32,0.28,0.31,0.94
2007-03-18,20:00:00,2.044,0.301,245.2,8.91,0.25,0.31,1.07
2007-03-18,21:00:00,2.009,0.309,236.7,8.26,0.24,0.29,1.04
2007-03-18,22:00:00,1.076,0.132,244.0,4.48,0.05,0.18,0.59
2007-03-18,23:00:00,0.871,0.104,240.0,3.86,0.08,0.11,0.55
2007-03-19,00:00:00,0.521,0.061,240.3,2.25,0.08,0.0,0.39
2007-03-19,01:00:00,0.558,0.088,237.1,2.75,0.03,0.12,0.37
2007-03-19,02:00:00,0.483,0.06,243.1,1.79,0.01,0.16,0.17
2007-03-19,03:00:00,0.5,0.107,243.1,1.87,0.09,0.02,0.36
2007-03-19,04:00:00,0.23,0.031,240.8,1.0,0.01,0.05,0.06
2007-03-19,05:00:00,0.505,0.053,242.4,2.24,0.05,0.08,0.37
2007-03-19,06:00:00,1.323,0.215,237.3,5.73,0.13,0.15,0.72
2007-03-19,07:00:00,1.032,0.143,241.4,4.23,0.1,0.1,0.53
2007-03-19,08:00:00,1.416,0.243,239.8,5.8,0.1,0.26,0.74
2007-03-19,09:00:00,0.932,0.122,237.2,3.9,0.11,0.16,0.38
2007-03-19,10:00:00,0.982,0.122,243.2,3.84,0.11,0.17,0.51
2007-03-19,11:00:00,1.311,0.192,243.2,5.32,0.14,0.14,0.58
2007-03-19,12:00:00,0.971,0.162,240.4,4.25,0.15,0.14,0.72
2007-03-19,13:00:00,0.986,0.173,238.3,4.17,0.1,0.16,0.58
2007-03-19,14:00:00,1.148,0.154,242.1,5.01,0.16,0.25,0.58
2007-03-19,15:00:00,0.842,0.135,244.6,3.68,0.15,0.09,0.36
2007-03-19,16:00:00,0.895,0.116,240.7,4.15,0.09,0.15,0.62
2007-03-19,17:00:00,0.898,0.178,241.3,3.83,0.1,0.09,0.48
2007-03-19,18:00:00,1.766,0.245,247.2,7.25,0.25,0.27,1.11
2007-03-19,19:00:00,1.644,0.234,241.4,6.81,0.21,0.26,0.96
2007-03-19,20:00:00,1.758,0.254,243.1,7.16,0.27,0.3,1.01
2007-03-19,21:00:00,1.62,0.282,238.6,6.63,0.19,0.23,0.99
2007-03-19,22:00:00,0.936,0.172,243.7,3.97,0.12,0.16,0.42
2007-03-19,23:00:00,0.908,0.108,235.6,3.88,0.11,0.14,0.52
2007-03-20,00:00:00,0.448,0.093,238.4,1.68,0.0,0.0,0.31
